Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A01,FAM,N1,Unkn,NO_220_A,38.50222923,NaN
A02,FAM,N1,Unkn,NO_220_A,NaN,NaN
A03,FAM,N1,Unkn,NO_220_A,38.13608117,NaN
A05,FAM,N1,Unkn,MI_220_A,38.01407866,NaN
A06,FAM,N1,Unkn,MI_220_A,38.31244993,NaN
A07,FAM,N1,Unkn,MI_220_A,37.29338446,NaN
A09,FAM,N1,Unkn,CC_220_A,38.90981496,NaN
A10,FAM,N1,Unkn,CC_220_A,37.36429942,NaN
A11,FAM,N1,Unkn,CC_220_A,38.5756843,NaN
A13,FAM,N2,Unkn,NO_220_A,NaN,NaN
A14,FAM,N2,Unkn,NO_220_A,NaN,NaN
A15,FAM,N2,Unkn,NO_220_A,39.90189148,NaN
A16,FAM,N2,Unkn,MI_220_A,38.73359983,NaN
A17,FAM,N2,Unkn,MI_220_A,38.7597151,NaN
A18,FAM,N2,Unkn,MI_220_A,39.81323471,NaN
A19,FAM,N2,Unkn,CC_220_A,NaN,NaN
A20,FAM,N2,Unkn,CC_220_A,39.61485908,NaN
A21,FAM,N2,Unkn,CC_220_A,NaN,NaN
A22,FAM,BCOV,Unkn,NO_220_B,28.21854517,NaN
A23,FAM,BCOV,Unkn,NO_220_B,28.22953974,NaN
A24,FAM,BCOV,Unkn,NO_220_B,28.08842455,NaN
C01,FAM,N1,Unkn,NO_220_B,38.38650258,NaN
C02,FAM,N1,Unkn,NO_220_B,NaN,NaN
C03,FAM,N1,Unkn,NO_220_B,NaN,NaN
C05,FAM,N1,Unkn,MI_220_B,38.38946931,NaN
C06,FAM,N1,Unkn,MI_220_B,36.11932848,NaN
C07,FAM,N1,Unkn,MI_220_B,37.03460536,NaN
C09,FAM,N1,Unkn,CC_220_B,NaN,NaN
C10,FAM,N1,Unkn,CC_220_B,37.16885481,NaN
C11,FAM,N1,Unkn,CC_220_B,38.48545729,NaN
C13,FAM,N2,Unkn,NO_220_B,NaN,NaN
C14,FAM,N2,Unkn,NO_220_B,NaN,NaN
C15,FAM,N2,Unkn,NO_220_B,NaN,NaN
C16,FAM,N2,Unkn,MI_220_B,NaN,NaN
C17,FAM,N2,Unkn,MI_220_B,38.02094367,NaN
C18,FAM,N2,Unkn,MI_220_B,38.54077453,NaN
C19,FAM,N2,Unkn,CC_220_B,NaN,NaN
C20,FAM,N2,Unkn,CC_220_B,NaN,NaN
C21,FAM,N2,Unkn,CC_220_B,NaN,NaN
C22,FAM,BCOV,Unkn,MI_220_B,28.24917252,NaN
C23,FAM,BCOV,Unkn,MI_220_B,28.26421124,NaN
C24,FAM,BCOV,Unkn,MI_220_B,28.31868933,NaN
E01,FAM,N1,Unkn,NO_220_C,38.40281498,NaN
E02,FAM,N1,Unkn,NO_220_C,NaN,NaN
E03,FAM,N1,Unkn,NO_220_C,38.40922996,NaN
E05,FAM,N1,Unkn,MI_220_C,36.07119661,NaN
E06,FAM,N1,Unkn,MI_220_C,35.61139459,NaN
E07,FAM,N1,Unkn,MI_220_C,37.08205837,NaN
E09,FAM,N1,Unkn,CC_220_C,38.6031072,NaN
E10,FAM,N1,Unkn,CC_220_C,37.4576961,NaN
E11,FAM,N1,Unkn,CC_220_C,38.16700811,NaN
E13,FAM,N2,Unkn,NO_220_C,38.36140932,NaN
E14,FAM,N2,Unkn,NO_220_C,39.39760791,NaN
E15,FAM,N2,Unkn,NO_220_C,NaN,NaN
E16,FAM,N2,Unkn,MI_220_C,36.6577608,NaN
E17,FAM,N2,Unkn,MI_220_C,37.01262808,NaN
E18,FAM,N2,Unkn,MI_220_C,38.22463595,NaN
